gender,type,region,year,count
남,RH(-)B형,대구·경북,2005,139
남,RH(-)B형,인천,2005,75
남,RH(-)B형,울산,2005,104
남,RH(-)B형,경기,2005,99
남,RH(-)B형,강원,2005,81
남,RH(-)B형,충북,2005,53
남,RH(-)B형,대전·세종·충남,2005,130
남,RH(-)B형,전북,2005,78
남,RH(-)B형,광주·전남,2005,140
남,RH(-)B형,경남,2005,105
남,RH(-)B형,제주,2005,35
남,RH(-)B형,대한적십자사 외,2005,20
남,RH(-)AB형,대한적십자사,2005,795
남,RH(-)AB형,서울중앙,2005,69
남,RH(-)AB형,서울서부,2005,76
남,RH(-)AB형,서울남부,2005,76
남,RH(-)AB형,서울동부,2005,60
남,RH(-)AB형,부산,2005,80
남,RH(-)AB형,대구·경북,2005,87
남,RH(-)AB형,인천,2005,23
남,RH(-)AB형,울산,2005,21
남,RH(-)AB형,경기,2005,61
남,RH(-)AB형,강원,2005,23
남,RH(-)AB형,충북,2005,24
남,RH(-)AB형,대전·세종·충남,2005,52
남,RH(-)AB형,전북,2005,19
남,RH(-)AB형,광주·전남,2005,71
남,RH(-)AB형,경남,2005,48
남,RH(-)AB형,제주,2005,5
남,RH(-)AB형,대한적십자사 외,2005,16
여,RH(+)O형,대한적십자사,2005,119460
여,RH(+)O형,서울중앙,2005,10994
여,RH(+)O형,서울서부,2005,5280
여,RH(+)O형,서울남부,2005,8647
여,RH(+)O형,서울동부,2005,10326
여,RH(+)O형,부산,2005,14013
여,RH(+)O형,대구·경북,2005,13305
여,RH(+)O형,인천,2005,10807
여,RH(+)O형,울산,2005,4704
여,RH(+)O형,경기,2005,5709
여,RH(+)O형,강원,2005,2291
여,RH(+)O형,충북,2005,4515
여,RH(+)O형,대전·세종·충남,2005,5557
여,RH(+)O형,전북,2005,6909
여,RH(+)O형,광주·전남,2005,11286
여,RH(+)O형,경남,2005,3346
여,RH(+)O형,제주,2005,1771
여,RH(+)O형,대한적십자사 외,2005,2509
여,RH(+)A형,대한적십자사,2005,142864
여,RH(+)A형,서울중앙,2005,13214
여,RH(+)A형,서울서부,2005,6525
여,RH(+)A형,서울남부,2005,10005
여,RH(+)A형,서울동부,2005,11910
여,RH(+)A형,부산,2005,16585
여,RH(+)A형,대구·경북,2005,15386
여,RH(+)A형,인천,2005,12612
여,RH(+)A형,울산,2005,5537
여,RH(+)A형,경기,2005,6627
여,RH(+)A형,강원,2005,2371
여,RH(+)A형,충북,2005,5289
여,RH(+)A형,대전·세종·충남,2005,6807
여,RH(+)A형,전북,2005,8780
여,RH(+)A형,광주·전남,2005,15222
여,RH(+)A형,경남,2005,4107
여,RH(+)A형,제주,2005,1887
여,RH(+)A형,대한적십자사 외,2005,2695
여,RH(+)B형,대한적십자사,2005,120271
여,RH(+)B형,서울중앙,2005,11512
여,RH(+)B형,서울서부,2005,5592
여,RH(+)B형,서울남부,2005,8732
여,RH(+)B형,서울동부,2005,10338
여,RH(+)B형,부산,2005,13758
여,RH(+)B형,대구·경북,2005,13343
여,RH(+)B형,인천,2005,10699
여,RH(+)B형,울산,2005,4660
여,RH(+)B형,경기,2005,6045
여,RH(+)B형,강원,2005,2116
여,RH(+)B형,충북,2005,4785
여,RH(+)B형,대전·세종·충남,2005,5829
여,RH(+)B형,전북,2005,6641
여,RH(+)B형,광주·전남,2005,10541
여,RH(+)B형,경남,2005,3417
여,RH(+)B형,제주,2005,2263
여,RH(+)B형,대한적십자사 외,2005,2352
여,RH(+)AB형,대한적십자사,2005,49549
여,RH(+)AB형,서울중앙,2005,4875
여,RH(+)AB형,서울서부,2005,2249
여,RH(+)AB형,서울남부,2005,3342
여,RH(+)AB형,서울동부,2005,4123
여,RH(+)AB형,부산,2005,5492
여,RH(+)AB형,대구·경북,2005,5213
여,RH(+)AB형,인천,2005,4475
여,RH(+)AB형,울산,2005,1951
여,RH(+)AB형,경기,2005,2443
여,RH(+)AB형,강원,2005,808
여,RH(+)AB형,충북,2005,1929
여,RH(+)AB형,대전·세종·충남,2005,2378
여,RH(+)AB형,전북,2005,3031
여,RH(+)AB형,광주·전남,2005,5085
여,RH(+)AB형,경남,2005,1396
여,RH(+)AB형,제주,2005,759
여,RH(+)AB형,대한적십자사 외,2005,1027
여,RH(-)O형,대한적십자사,2005,510
여,RH(-)O형,서울중앙,2005,50
여,RH(-)O형,서울서부,2005,26
여,RH(-)O형,서울남부,2005,36
여,RH(-)O형,서울동부,2005,49
여,RH(-)O형,부산,2005,69
여,RH(-)O형,대구·경북,2005,46
여,RH(-)O형,인천,2005,31
여,RH(-)O형,울산,2005,16
여,RH(-)O형,경기,2005,28
여,RH(-)O형,강원,2005,10
여,RH(-)O형,충북,2005,18
여,RH(-)O형,대전·세종·충남,2005,32
여,RH(-)O형,전북,2005,27
여,RH(-)O형,광주·전남,2005,50
여,RH(-)O형,경남,2005,14
여,RH(-)O형,제주,2005,8
여,RH(-)O형,대한적십자사 외,2005,11
여,RH(-)A형,대한적십자사,2005,655
여,RH(-)A형,서울중앙,2005,64
여,RH(-)A형,서울서부,2005,14
여,RH(-)A형,서울남부,2005,63
여,RH(-)A형,서울동부,2005,46
여,RH(-)A형,부산,2005,90
여,RH(-)A형,대구·경북,2005,58
여,RH(-)A형,인천,2005,68
여,RH(-)A형,울산,2005,21
여,RH(-)A형,경기,2005,34
여,RH(-)A형,강원,2005,7
여,RH(-)A형,충북,2005,23
여,RH(-)A형,대전·세종·충남,2005,34
여,RH(-)A형,전북,2005,38
여,RH(-)A형,광주·전남,2005,61
여,RH(-)A형,경남,2005,24
여,RH(-)A형,제주,2005,10
여,RH(-)A형,대한적십자사 외,2005,10
여,RH(-)B형,대한적십자사,2005,536
여,RH(-)B형,서울중앙,2005,46
여,RH(-)B형,서울서부,2005,22
여,RH(-)B형,서울남부,2005,39
여,RH(-)B형,서울동부,2005,45
여,RH(-)B형,부산,2005,57
여,RH(-)B형,대구·경북,2005,68
여,RH(-)B형,인천,2005,44
여,RH(-)B형,울산,2005,29
여,RH(-)B형,경기,2005,35
여,RH(-)B형,강원,2005,10
여,RH(-)B형,충북,2005,29
여,RH(-)B형,대전·세종·충남,2005,38
여,RH(-)B형,전북,2005,16
여,RH(-)B형,광주·전남,2005,33
여,RH(-)B형,경남,2005,20
여,RH(-)B형,제주,2005,5
여,RH(-)B형,대한적십자사 외,2005,6
여,RH(-)AB형,대한적십자사,2005,266
여,RH(-)AB형,서울중앙,2005,27
여,RH(-)AB형,서울서부,2005,14
여,RH(-)AB형,서울남부,2005,27
여,RH(-)AB형,서울동부,2005,18
여,RH(-)AB형,부산,2005,26
여,RH(-)AB형,대구·경북,2005,30
여,RH(-)AB형,인천,2005,23
여,RH(-)AB형,울산,2005,4
여,RH(-)AB형,경기,2005,25
여,RH(-)AB형,강원,2005,1
여,RH(-)AB형,충북,2005,11
여,RH(-)AB형,대전·세종·충남,2005,7
여,RH(-)AB형,전북,2005,14
여,RH(-)AB형,광주·전남,2005,22
여,RH(-)AB형,경남,2005,14
여,RH(-)AB형,제주,2005,3
여,RH(-)AB형,대한적십자사 외,2005,2
남,RH(+)O형,대한적십자사,2006,476617
남,RH(+)O형,서울중앙,2006,47749
남,RH(+)O형,서울서부,2006,31407
남,RH(+)O형,서울남부,2006,41783
남,RH(+)O형,서울동부,2006,40800
남,RH(+)O형,부산,2006,43615
남,RH(+)O형,대구·경북,2006,39276
남,RH(+)O형,인천,2006,24143
남,RH(+)O형,울산,2006,18047
남,RH(+)O형,경기,2006,31723
남,RH(+)O형,강원,2006,18653
남,RH(+)O형,충북,2006,16929
남,RH(+)O형,대전·세종·충남,2006,31699
남,RH(+)O형,전북,2006,23275
남,RH(+)O형,광주·전남,2006,37237
남,RH(+)O형,경남,2006,23885
남,RH(+)O형,제주,2006,6396
남,RH(+)O형,대한적십자사 외,2006,11994
남,RH(+)A형,대한적십자사,2006,601496
남,RH(+)A형,서울중앙,2006,59196
남,RH(+)A형,서울서부,2006,39441
남,RH(+)A형,서울남부,2006,51469
남,RH(+)A형,서울동부,2006,51525
남,RH(+)A형,부산,2006,55685
남,RH(+)A형,대구·경북,2006,46634
남,RH(+)A형,인천,2006,29537
남,RH(+)A형,울산,2006,22237
남,RH(+)A형,경기,2006,39043
남,RH(+)A형,강원,2006,22663
남,RH(+)A형,충북,2006,20609
남,RH(+)A형,대전·세종·충남,2006,40128
남,RH(+)A형,전북,2006,32234
남,RH(+)A형,광주·전남,2006,53282
남,RH(+)A형,경남,2006,30422
남,RH(+)A형,제주,2006,7391
남,RH(+)A형,대한적십자사 외,2006,15414
남,RH(+)B형,대한적십자사,2006,465225
남,RH(+)B형,서울중앙,2006,47028
남,RH(+)B형,서울서부,2006,29983
남,RH(+)B형,서울남부,2006,40668
남,RH(+)B형,서울동부,2006,40876
남,RH(+)B형,부산,2006,42351
남,RH(+)B형,대구·경북,2006,37710
남,RH(+)B형,인천,2006,23078
남,RH(+)B형,울산,2006,17008
남,RH(+)B형,경기,2006,30516
남,RH(+)B형,강원,2006,18412
남,RH(+)B형,충북,2006,16950
남,RH(+)B형,대전·세종·충남,2006,30838
남,RH(+)B형,전북,2006,22715
남,RH(+)B형,광주·전남,2006,36682
남,RH(+)B형,경남,2006,23197
남,RH(+)B형,제주,2006,7213
남,RH(+)B형,대한적십자사 외,2006,11111
남,RH(+)AB형,대한적십자사,2006,198326
남,RH(+)AB형,서울중앙,2006,19880
남,RH(+)AB형,서울서부,2006,12758
남,RH(+)AB형,서울남부,2006,16946
남,RH(+)AB형,서울동부,2006,17115
남,RH(+)AB형,부산,2006,18074
남,RH(+)AB형,대구·경북,2006,15628
남,RH(+)AB형,인천,2006,9766
남,RH(+)AB형,울산,2006,7365
남,RH(+)AB형,경기,2006,13210
남,RH(+)AB형,강원,2006,7701
남,RH(+)AB형,충북,2006,7021
남,RH(+)AB형,대전·세종·충남,2006,13546
남,RH(+)AB형,전북,2006,10311
남,RH(+)AB형,광주·전남,2006,16663
남,RH(+)AB형,경남,2006,9686
남,RH(+)AB형,제주,2006,2656
남,RH(+)AB형,대한적십자사 외,2006,5136
남,RH(-)O형,대한적십자사,2006,1756
남,RH(-)O형,서울중앙,2006,207
남,RH(-)O형,서울서부,2006,119
남,RH(-)O형,서울남부,2006,146
남,RH(-)O형,서울동부,2006,124
남,RH(-)O형,부산,2006,146
남,RH(-)O형,대구·경북,2006,175
남,RH(-)O형,인천,2006,90
남,RH(-)O형,울산,2006,69
남,RH(-)O형,경기,2006,127
남,RH(-)O형,강원,2006,53
남,RH(-)O형,충북,2006,75
남,RH(-)O형,대전·세종·충남,2006,121
남,RH(-)O형,전북,2006,58
남,RH(-)O형,광주·전남,2006,118
남,RH(-)O형,경남,2006,94
남,RH(-)O형,제주,2006,34
남,RH(-)O형,대한적십자사 외,2006,23
남,RH(-)A형,대한적십자사,2006,2393
남,RH(-)A형,서울중앙,2006,189
남,RH(-)A형,서울서부,2006,223
남,RH(-)A형,서울남부,2006,235
남,RH(-)A형,서울동부,2006,186
남,RH(-)A형,부산,2006,186
남,RH(-)A형,대구·경북,2006,172
남,RH(-)A형,인천,2006,107
남,RH(-)A형,울산,2006,88
남,RH(-)A형,경기,2006,148
남,RH(-)A형,강원,2006,102
남,RH(-)A형,충북,2006,105
남,RH(-)A형,대전·세종·충남,2006,164
남,RH(-)A형,전북,2006,136
남,RH(-)A형,광주·전남,2006,196
남,RH(-)A형,경남,2006,118
남,RH(-)A형,제주,2006,38
남,RH(-)A형,대한적십자사 외,2006,67
남,RH(-)B형,대한적십자사,2006,1746
남,RH(-)B형,서울중앙,2006,192
남,RH(-)B형,서울서부,2006,106
남,RH(-)B형,서울남부,2006,161
남,RH(-)B형,서울동부,2006,154
남,RH(-)B형,부산,2006,152
남,RH(-)B형,대구·경북,2006,154
남,RH(-)B형,인천,2006,80
남,RH(-)B형,울산,2006,71
남,RH(-)B형,경기,2006,88
남,RH(-)B형,강원,2006,77
남,RH(-)B형,충북,2006,60
남,RH(-)B형,대전·세종·충남,2006,130
남,RH(-)B형,전북,2006,56
남,RH(-)B형,광주·전남,2006,136
남,RH(-)B형,경남,2006,107
남,RH(-)B형,제주,2006,22
남,RH(-)B형,대한적십자사 외,2006,14
남,RH(-)AB형,대한적십자사,2006,716
남,RH(-)AB형,서울중앙,2006,65
남,RH(-)AB형,서울서부,2006,56
남,RH(-)AB형,서울남부,2006,67
남,RH(-)AB형,서울동부,2006,62
남,RH(-)AB형,부산,2006,77
남,RH(-)AB형,대구·경북,2006,70
남,RH(-)AB형,인천,2006,32
남,RH(-)AB형,울산,2006,18
남,RH(-)AB형,경기,2006,53
남,RH(-)AB형,강원,2006,25
남,RH(-)AB형,충북,2006,33
남,RH(-)AB형,대전·세종·충남,2006,36
남,RH(-)AB형,전북,2006,14
남,RH(-)AB형,광주·전남,2006,45
남,RH(-)AB형,경남,2006,58
남,RH(-)AB형,제주,2006,5
남,RH(-)AB형,대한적십자사 외,2006,4
여,RH(+)O형,대한적십자사,2006,137460
여,RH(+)O형,서울중앙,2006,13099
여,RH(+)O형,서울서부,2006,6809
여,RH(+)O형,서울남부,2006,10411
여,RH(+)O형,서울동부,2006,13520
여,RH(+)O형,부산,2006,14618
여,RH(+)O형,대구·경북,2006,13659
여,RH(+)O형,인천,2006,9472
여,RH(+)O형,울산,2006,4726
여,RH(+)O형,경기,2006,7462
여,RH(+)O형,강원,2006,2583
여,RH(+)O형,충북,2006,4778
여,RH(+)O형,대전·세종·충남,2006,8143
여,RH(+)O형,전북,2006,8020
여,RH(+)O형,광주·전남,2006,14466
여,RH(+)O형,경남,2006,4126
여,RH(+)O형,제주,2006,1568
여,RH(+)O형,대한적십자사 외,2006,2425
여,RH(+)A형,대한적십자사,2006,166754
여,RH(+)A형,서울중앙,2006,15547
여,RH(+)A형,서울서부,2006,8025
여,RH(+)A형,서울남부,2006,12748
여,RH(+)A형,서울동부,2006,16428
여,RH(+)A형,부산,2006,17184
여,RH(+)A형,대구·경북,2006,15726
여,RH(+)A형,인천,2006,11237
여,RH(+)A형,울산,2006,5659
여,RH(+)A형,경기,2006,8702
여,RH(+)A형,강원,2006,2765
여,RH(+)A형,충북,2006,5386
여,RH(+)A형,대전·세종·충남,2006,10073
여,RH(+)A형,전북,2006,10358
여,RH(+)A형,광주·전남,2006,20105
여,RH(+)A형,경남,2006,5088
여,RH(+)A형,제주,2006,1723
여,RH(+)A형,대한적십자사 외,2006,2757
여,RH(+)B형,대한적십자사,2006,138229
여,RH(+)B형,서울중앙,2006,13277
여,RH(+)B형,서울서부,2006,6829
여,RH(+)B형,서울남부,2006,10740
여,RH(+)B형,서울동부,2006,13774
여,RH(+)B형,부산,2006,14233
여,RH(+)B형,대구·경북,2006,14039
여,RH(+)B형,인천,2006,9376
여,RH(+)B형,울산,2006,4760
여,RH(+)B형,경기,2006,7395
여,RH(+)B형,강원,2006,2506
여,RH(+)B형,충북,2006,4934
여,RH(+)B형,대전·세종·충남,2006,8356
여,RH(+)B형,전북,2006,7762
여,RH(+)B형,광주·전남,2006,14087
여,RH(+)B형,경남,2006,4106
여,RH(+)B형,제주,2006,2055
여,RH(+)B형,대한적십자사 외,2006,2014
여,RH(+)AB형,대한적십자사,2006,57564
여,RH(+)AB형,서울중앙,2006,5437
여,RH(+)AB형,서울서부,2006,2724
여,RH(+)AB형,서울남부,2006,4227
여,RH(+)AB형,서울동부,2006,5681
여,RH(+)AB형,부산,2006,6003
여,RH(+)AB형,대구·경북,2006,5485
여,RH(+)AB형,인천,2006,3884
여,RH(+)AB형,울산,2006,1954
여,RH(+)AB형,경기,2006,3125
여,RH(+)AB형,강원,2006,992
여,RH(+)AB형,충북,2006,2023
여,RH(+)AB형,대전·세종·충남,2006,3457
여,RH(+)AB형,전북,2006,3549
여,RH(+)AB형,광주·전남,2006,6706
여,RH(+)AB형,경남,2006,1673
여,RH(+)AB형,제주,2006,644
여,RH(+)AB형,대한적십자사 외,2006,933
여,RH(-)O형,대한적십자사,2006,672
여,RH(-)O형,서울중앙,2006,70
여,RH(-)O형,서울서부,2006,26
여,RH(-)O형,서울남부,2006,46
여,RH(-)O형,서울동부,2006,59
여,RH(-)O형,부산,2006,65
여,RH(-)O형,대구·경북,2006,56
여,RH(-)O형,인천,2006,58
여,RH(-)O형,울산,2006,35
여,RH(-)O형,경기,2006,29
여,RH(-)O형,강원,2006,18
여,RH(-)O형,충북,2006,23
여,RH(-)O형,대전·세종·충남,2006,56
여,RH(-)O형,전북,2006,23
여,RH(-)O형,광주·전남,2006,81
여,RH(-)O형,경남,2006,17
여,RH(-)O형,제주,2006,10
여,RH(-)O형,대한적십자사 외,2006,17
여,RH(-)A형,대한적십자사,2006,819
여,RH(-)A형,서울중앙,2006,67
여,RH(-)A형,서울서부,2006,41
여,RH(-)A형,서울남부,2006,74
여,RH(-)A형,서울동부,2006,52
여,RH(-)A형,부산,2006,119
여,RH(-)A형,대구·경북,2006,79
여,RH(-)A형,인천,2006,48
여,RH(-)A형,울산,2006,33
여,RH(-)A형,경기,2006,43
여,RH(-)A형,강원,2006,18
여,RH(-)A형,충북,2006,30
여,RH(-)A형,대전·세종·충남,2006,43
여,RH(-)A형,전북,2006,51
여,RH(-)A형,광주·전남,2006,91
여,RH(-)A형,경남,2006,26
여,RH(-)A형,제주,2006,4
여,RH(-)A형,대한적십자사 외,2006,21
여,RH(-)B형,대한적십자사,2006,569
여,RH(-)B형,서울중앙,2006,49
여,RH(-)B형,서울서부,2006,36
여,RH(-)B형,서울남부,2006,39
여,RH(-)B형,서울동부,2006,50
여,RH(-)B형,부산,2006,40
여,RH(-)B형,대구·경북,2006,59
여,RH(-)B형,인천,2006,51
여,RH(-)B형,울산,2006,33
여,RH(-)B형,경기,2006,24
여,RH(-)B형,강원,2006,17
여,RH(-)B형,충북,2006,28
여,RH(-)B형,대전·세종·충남,2006,40
여,RH(-)B형,전북,2006,31
여,RH(-)B형,광주·전남,2006,48
여,RH(-)B형,경남,2006,17
여,RH(-)B형,제주,2006,7
여,RH(-)B형,대한적십자사 외,2006,6
여,RH(-)AB형,대한적십자사,2006,261
여,RH(-)AB형,서울중앙,2006,29
여,RH(-)AB형,서울서부,2006,13
여,RH(-)AB형,서울남부,2006,37
여,RH(-)AB형,서울동부,2006,12
여,RH(-)AB형,부산,2006,21
여,RH(-)AB형,대구·경북,2006,19
여,RH(-)AB형,인천,2006,22
여,RH(-)AB형,울산,2006,6
여,RH(-)AB형,경기,2006,14
여,RH(-)AB형,강원,2006,0
여,RH(-)AB형,충북,2006,19
여,RH(-)AB형,대전·세종·충남,2006,22
여,RH(-)AB형,전북,2006,11
여,RH(-)AB형,광주·전남,2006,26
여,RH(-)AB형,경남,2006,7
여,RH(-)AB형,제주,2006,3
여,RH(-)AB형,대한적십자사 외,2006,3
남,RH(+)O형,대한적십자사,2007,422138
남,RH(+)O형,서울중앙,2007,37832
남,RH(+)O형,서울서부,2007,32294
남,RH(+)O형,서울남부,2007,37318
남,RH(+)O형,서울동부,2007,34478
남,RH(+)O형,부산,2007,40588
남,RH(+)O형,대구·경북,2007,32829
남,RH(+)O형,인천,2007,21898
남,RH(+)O형,울산,2007,14789
남,RH(+)O형,경기,2007,28619
남,RH(+)O형,강원,2007,15473
남,RH(+)O형,충북,2007,15831
남,RH(+)O형,대전·세종·충남,2007,31308
남,RH(+)O형,전북,2007,20323
남,RH(+)O형,광주·전남,2007,32418
남,RH(+)O형,경남,2007,20439
남,RH(+)O형,제주,2007,5701
남,RH(+)O형,대한적십자사 외,2007,12765
남,RH(+)A형,대한적십자사,2007,533848
남,RH(+)A형,서울중앙,2007,46545
남,RH(+)A형,서울서부,2007,41024
남,RH(+)A형,서울남부,2007,46596
남,RH(+)A형,서울동부,2007,43457
남,RH(+)A형,부산,2007,51306
남,RH(+)A형,대구·경북,2007,39362
남,RH(+)A형,인천,2007,27203
남,RH(+)A형,울산,2007,17960
남,RH(+)A형,경기,2007,35127
남,RH(+)A형,강원,2007,18388
남,RH(+)A형,충북,2007,19509
남,RH(+)A형,대전·세종·충남,2007,40183
남,RH(+)A형,전북,2007,27154
남,RH(+)A형,광주·전남,2007,46593
남,RH(+)A형,경남,2007,26590
남,RH(+)A형,제주,2007,6851
남,RH(+)A형,대한적십자사 외,2007,16068
남,RH(+)B형,대한적십자사,2007,408318
남,RH(+)B형,서울중앙,2007,36955
남,RH(+)B형,서울서부,2007,30889
남,RH(+)B형,서울남부,2007,36512
남,RH(+)B형,서울동부,2007,34061
남,RH(+)B형,부산,2007,38500
남,RH(+)B형,대구·경북,2007,31684
남,RH(+)B형,인천,2007,20822
남,RH(+)B형,울산,2007,13698
남,RH(+)B형,경기,2007,27040
남,RH(+)B형,강원,2007,15153
남,RH(+)B형,충북,2007,16027
남,RH(+)B형,대전·세종·충남,2007,30050
남,RH(+)B형,전북,2007,19100
남,RH(+)B형,광주·전남,2007,31770
남,RH(+)B형,경남,2007,19565
남,RH(+)B형,제주,2007,6492
남,RH(+)B형,대한적십자사 외,2007,12007
남,RH(+)AB형,대한적십자사,2007,175506
남,RH(+)AB형,서울중앙,2007,15578
남,RH(+)AB형,서울서부,2007,12868
남,RH(+)AB형,서울남부,2007,15313
남,RH(+)AB형,서울동부,2007,14583
남,RH(+)AB형,부산,2007,16808
남,RH(+)AB형,대구·경북,2007,12817
남,RH(+)AB형,인천,2007,8822
남,RH(+)AB형,울산,2007,5969
남,RH(+)AB형,경기,2007,11622
남,RH(+)AB형,강원,2007,6401
남,RH(+)AB형,충북,2007,6736
남,RH(+)AB형,대전·세종·충남,2007,13499
남,RH(+)AB형,전북,2007,8901
남,RH(+)AB형,광주·전남,2007,14677
남,RH(+)AB형,경남,2007,8509
남,RH(+)AB형,제주,2007,2403
남,RH(+)AB형,대한적십자사 외,2007,5501
남,RH(-)O형,대한적십자사,2007,1609
남,RH(-)O형,서울중앙,2007,145
남,RH(-)O형,서울서부,2007,134
남,RH(-)O형,서울남부,2007,122
남,RH(-)O형,서울동부,2007,118
남,RH(-)O형,부산,2007,142
남,RH(-)O형,대구·경북,2007,151
남,RH(-)O형,인천,2007,101
남,RH(-)O형,울산,2007,75
남,RH(-)O형,경기,2007,133
남,RH(-)O형,강원,2007,54
남,RH(-)O형,충북,2007,69
남,RH(-)O형,대전·세종·충남,2007,121
남,RH(-)O형,전북,2007,58
남,RH(-)O형,광주·전남,2007,101
남,RH(-)O형,경남,2007,65
남,RH(-)O형,제주,2007,20
남,RH(-)O형,대한적십자사 외,2007,23
남,RH(-)A형,대한적십자사,2007,2227
남,RH(-)A형,서울중앙,2007,180
남,RH(-)A형,서울서부,2007,223
남,RH(-)A형,서울남부,2007,219
남,RH(-)A형,서울동부,2007,191
남,RH(-)A형,부산,2007,170
남,RH(-)A형,대구·경북,2007,204
남,RH(-)A형,인천,2007,130
남,RH(-)A형,울산,2007,68
남,RH(-)A형,경기,2007,141
남,RH(-)A형,강원,2007,68
남,RH(-)A형,충북,2007,102
남,RH(-)A형,대전·세종·충남,2007,176
남,RH(-)A형,전북,2007,123
남,RH(-)A형,광주·전남,2007,123
남,RH(-)A형,경남,2007,84
